distance_km,hour_of_day,day_of_week,month,priority,speed_kmh
7.079,0,2,6,Standard,18.59
1.091,19,3,1,Standard,9.65
9.03,22,0,6,Standard,21.29
1.486,8,2,3,Standard,12.02
1.23,21,6,4,Standard,17.5
4.729,1,3,3,Standard,16.34
1.216,0,2,4,Standard,22.0
1.642,1,2,2,Standard,15.04
11.029,18,3,1,Standard,20.34
0.95,9,4,1,Standard,16.06
6.263,23,5,1,Standard,19.25
1.548,17,4,1,Standard,9.23
6.299,0,6,1,Standard,26.52
3.726,13,1,6,Standard,10.35
0.616,5,3,6,Express,24.31
0.473,19,0,2,Standard,8.43
3.461,18,6,4,Standard,12.18
2.121,14,2,2,Standard,15.18
1.436,19,4,3,Express,8.35
1.276,8,2,1,Standard,13.08
1.488,14,5,3,Standard,7.03
1.397,19,2,5,Standard,16.82
2.849,11,1,4,Standard,8.15
1.597,13,4,1,Standard,12.92
2.57,22,2,5,Standard,11.27
1.395,14,6,5,Standard,8.87
0.68,15,3,2,Standard,16.76
4.741,16,6,4,Standard,16.6
2.144,11,2,4,Standard,5.14
7.043,3,3,6,Standard,25.18
21.022,14,0,4,Express,44.62
1.065,18,0,2,Standard,7.94
6.811,11,0,4,Express,30.11
0.773,15,5,1,Standard,5.37
4.199,13,0,3,Standard,15.68
3.267,0,5,3,Standard,26.79
2.845,20,6,3,Standard,16.71
0.933,5,5,2,Standard,12.3
0.525,17,0,1,Standard,16.88
3.563,20,5,4,Standard,12.1
1.037,19,5,6,Standard,13.94
1.86,0,4,3,Standard,14.88
10.559,14,1,5,Standard,13.99
21.172,11,6,5,Standard,40.01
1.138,9,3,5,Standard,7.14
3.958,23,2,4,Express,11.26
1.451,10,1,2,Standard,14.79
1.126,23,3,3,Standard,15.35
0.98,17,3,2,Standard,3.28
8.744,22,5,5,Standard,18.87
5.546,2,3,5,Standard,35.03
0.976,19,0,3,Standard,19.97
1.646,23,4,2,Standard,8.41
1.514,1,6,3,Standard,27.12
3.473,20,2,6,Express,18.79
2.3,21,2,1,Express,28.68
1.714,19,2,2,Standard,13.99
4.617,13,6,2,Standard,15.74
1.019,18,3,1,Standard,5.7
20.548,7,3,5,Express,17.26
2.595,7,1,2,Standard,20.18
1.678,18,6,3,Standard,10.34
2.396,22,2,5,Express,14.93
1.516,8,4,2,Standard,11.26
7.296,23,4,6,Standard,9.43
1.296,13,4,4,Standard,7.06
2.347,13,4,4,Standard,11.07
5.452,17,5,4,Standard,14.94
7.972,4,0,1,Standard,30.08
0.972,16,5,4,Standard,5.44
1.376,18,3,2,Standard,12.97
1.162,21,6,5,Standard,11.92
1.781,12,1,1,Standard,12.67
0.546,22,4,4,Standard,13.28
21.767,8,6,3,Standard,36.84
5.823,20,6,2,Standard,17.43
5.599,7,4,2,Express,14.22
1.613,9,2,6,Standard,35.85
0.593,13,2,6,Standard,12.2
1.356,12,3,3,Express,20.3
8.737,3,4,2,Express,26.78
6.722,23,2,3,Standard,16.61
7.397,11,6,6,Standard,24.03
2.997,5,1,4,Standard,23.56
2.12,10,6,6,Standard,14.62
7.232,11,1,2,Standard,19.71
2.089,19,5,1,Standard,11.08
2.035,19,5,2,Standard,15.55
2.637,11,2,5,Standard,8.3
1.649,8,0,5,Standard,8.5
1.366,22,6,4,Standard,17.2
2.611,1,4,6,Standard,15.28
1.163,19,0,4,Standard,6.17
1.427,13,0,3,Standard,5.57
1.58,16,1,2,Standard,10.05
3.602,18,0,3,Standard,10.62
2.843,13,2,2,Standard,9.5
18.881,8,2,1,Standard,32.41
1.164,22,6,4,Standard,11.51
1.738,21,6,6,Express,15.27
4.296,11,5,1,Standard,12.3
3.167,12,4,6,Standard,11.73
1.793,9,4,4,Standard,6.65
1.929,8,3,3,Express,11.65
2.719,20,5,6,Standard,12.84
13.927,20,3,3,Standard,27.31
0.687,18,5,6,Express,2.66
2.183,15,2,5,Standard,5.29
8.447,7,4,3,Standard,41.83
0.986,11,5,1,Standard,8.21
1.841,22,1,4,Standard,15.41
1.487,9,2,3,Standard,8.4
1.102,17,5,4,Standard,6.62
6.507,4,0,4,Standard,20.82
1.566,8,4,5,Standard,4.47
11.133,13,2,4,Standard,13.12
1.616,2,5,4,Standard,10.0
0.975,20,5,5,Express,19.57
0.796,13,5,2,Standard,12.74
1.742,1,6,5,Standard,13.48
0.35,17,5,6,Standard,4.6
0.923,22,3,3,Standard,8.12
1.549,9,5,6,Standard,8.26
3.156,20,0,2,Standard,27.38
2.611,11,5,5,Standard,12.63
1.121,20,6,3,Standard,34.79
1.615,0,3,4,Express,16.55
0.315,22,5,2,Standard,4.24
1.064,11,6,5,Standard,5.94
19.348,15,4,3,Standard,16.01
6.464,17,6,5,Standard,19.28
1.604,8,0,2,Standard,7.34
2.88,22,5,4,Express,11.69
1.657,20,1,2,Standard,23.95
1.102,9,2,6,Express,4.9
1.821,20,1,6,Express,8.41
4.134,19,1,6,Standard,11.07
1.971,9,3,2,Standard,12.56
2.044,19,2,4,Standard,11.76
0.796,21,1,6,Standard,10.3
1.625,21,0,6,Express,20.51
1.036,8,2,6,Standard,31.87
2.167,22,4,5,Express,16.96
3.272,14,5,3,Standard,17.85
1.175,10,5,6,Standard,14.39
4.892,11,1,3,Standard,9.21
1.959,7,0,4,Express,17.78
1.763,16,6,2,Standard,17.24
0.808,20,1,2,Standard,16.53
4.664,0,4,6,Standard,20.86
9.548,22,6,1,Standard,25.85
2.798,9,3,2,Standard,8.03
2.681,20,6,6,Express,13.91
3.585,15,2,1,Standard,11.45
1.035,12,0,3,Standard,7.54
2.729,14,4,5,Standard,2.98
1.421,13,4,5,Standard,9.1
0.578,14,0,5,Standard,6.67
1.185,20,1,5,Standard,17.78
5.869,11,2,4,Standard,9.86
0.983,9,0,5,Express,11.13
4.761,19,1,1,Standard,23.26
1.694,8,0,2,Express,8.61
4.276,21,2,3,Standard,13.65
4.32,14,1,6,Express,8.28
2.711,3,5,6,Standard,25.35
2.709,1,2,6,Standard,12.13
1.119,13,3,6,Standard,8.22
3.899,9,0,4,Standard,11.46
9.538,23,5,5,Standard,27.6
3.884,22,2,4,Standard,11.58
1.884,0,5,5,Standard,12.82
1.522,8,2,4,Express,14.4
1.725,19,5,1,Standard,7.6
1.664,9,2,2,Standard,11.74
3.499,21,6,4,Express,17.87
10.602,18,4,5,Standard,17.53
5.581,7,5,6,Express,18.46
2.454,9,1,5,Standard,8.26
1.439,8,6,1,Standard,12.58
1.483,22,3,1,Standard,11.97
3.797,21,4,6,Express,24.15
18.21,18,0,4,Express,38.46
1.941,14,6,2,Express,15.68
2.688,18,1,1,Express,13.59
1.814,10,6,1,Express,27.45
2.522,14,5,1,Standard,15.11
2.111,7,1,1,Standard,18.09
1.659,8,4,1,Standard,11.0
1.361,16,6,5,Express,9.08
1.969,8,3,5,Express,12.5
1.07,14,0,2,Standard,12.5
0.426,13,2,5,Express,6.28
0.748,8,2,2,Standard,11.26
0.583,19,2,5,Standard,20.57
2.909,21,3,2,Standard,20.82
1.583,20,4,1,Standard,11.11
3.037,0,6,3,Standard,12.52
0.985,17,2,2,Standard,10.22
3.335,9,0,4,Express,12.45
3.777,21,6,5,Express,13.43
1.369,4,6,3,Express,13.09
2.15,14,2,1,Express,12.01
3.12,17,5,3,Standard,8.44
4.564,10,4,4,Standard,15.95
4.108,3,3,6,Standard,25.68
24.098,6,6,1,Express,47.35
1.531,5,3,4,Standard,18.62
5.854,22,4,5,Standard,26.88
6.621,16,6,6,Standard,17.45
1.419,22,1,4,Standard,14.47
2.47,9,4,3,Express,12.01
0.591,14,4,3,Standard,5.03
0.587,7,4,6,Standard,5.67
1.212,7,2,3,Standard,8.36
3.085,2,6,2,Standard,37.77
2.892,17,5,6,Standard,11.85
1.447,19,4,3,Standard,13.6
1.073,18,5,4,Express,9.45
2.134,1,6,2,Standard,5.55
2.539,22,6,1,Standard,15.76
8.085,3,0,1,Standard,34.98
5.251,12,2,4,Express,8.78
1.845,2,6,4,Standard,11.13
9.768,15,1,5,Standard,19.04
3.434,21,2,1,Standard,13.62
1.024,21,0,4,Standard,11.14
1.495,12,0,2,Express,10.87
1.0,10,4,3,Standard,13.69
0.359,18,4,3,Standard,11.15
1.171,6,4,2,Standard,13.87
3.515,12,5,2,Express,24.03
1.759,8,1,4,Standard,7.41
8.035,16,2,4,Express,15.08
2.47,18,3,3,Standard,9.63
3.676,1,3,6,Standard,16.16
2.407,22,1,4,Standard,12.56
4.984,22,0,1,Standard,22.63
1.021,19,3,5,Standard,5.37
5.152,16,6,6,Standard,12.12
1.597,10,4,4,Standard,16.91
1.764,16,4,4,Standard,5.76
1.321,7,3,5,Standard,7.53
1.196,18,6,1,Standard,20.81
22.124,20,6,4,Standard,40.02
2.441,22,6,4,Standard,14.15
1.539,16,5,2,Standard,7.46
1.314,12,6,1,Express,15.02
0.832,14,5,1,Standard,11.09
1.101,11,6,6,Express,5.28
1.536,12,4,6,Standard,7.3
3.954,7,1,4,Express,21.39
7.551,1,5,1,Standard,18.03
1.683,14,3,2,Standard,5.25
3.75,16,5,1,Standard,16.03
4.638,1,3,3,Standard,23.0
0.559,15,6,5,Standard,14.91
4.767,16,0,5,Standard,11.93
5.951,14,2,6,Standard,15.33
2.115,7,2,6,Standard,16.77
2.467,12,5,6,Standard,3.83
2.22,15,3,4,Standard,8.2
7.64,18,5,4,Standard,16.29
7.237,18,5,4,Express,20.43
21.682,19,3,3,Standard,29.21
2.049,21,6,5,Standard,22.49
2.263,4,6,5,Standard,14.47
2.7,8,0,6,Standard,4.74
22.312,15,5,4,Standard,21.58
1.712,14,5,2,Standard,6.89
1.163,9,2,5,Standard,4.5
1.215,10,4,2,Standard,7.32
1.471,21,3,4,Standard,14.67
1.93,18,4,1,Standard,10.98
0.907,15,2,5,Standard,4.54
1.157,15,0,3,Express,19.83
1.505,17,4,1,Express,16.8
2.154,1,0,5,Express,22.53
2.374,12,3,6,Standard,10.86
6.223,6,0,2,Standard,30.6
0.888,9,0,4,Standard,5.54
0.723,12,2,5,Standard,2.34
13.499,15,4,2,Standard,10.42
2.181,10,4,3,Standard,9.28
1.94,21,0,6,Standard,8.68
1.035,17,0,4,Express,11.83
5.814,10,6,6,Standard,17.47
1.31,12,0,6,Standard,4.6
1.031,13,6,4,Standard,10.82
21.007,17,0,6,Standard,24.77
4.336,21,3,5,Standard,13.52
1.559,15,1,2,Standard,16.08
10.021,9,1,3,Express,12.23
2.019,8,4,4,Standard,6.48
2.474,13,6,5,Standard,16.65
8.833,11,5,6,Standard,20.58
0.721,17,2,2,Standard,8.4
1.203,19,5,6,Standard,12.3
4.484,10,1,3,Standard,7.4
4.082,21,2,4,Standard,18.12
0.353,11,0,1,Standard,6.79
5.243,11,6,4,Standard,15.68
1.415,6,0,5,Standard,12.07
3.736,13,6,3,Standard,11.96
2.196,15,6,4,Standard,6.79
2.417,20,2,6,Standard,11.94
2.453,19,2,6,Standard,15.25
1.071,7,1,3,Standard,14.83
2.223,22,1,3,Standard,16.81
1.898,15,6,1,Standard,9.7
3.562,9,1,1,Express,23.88
17.635,21,2,1,Standard,29.08
1.286,18,5,3,Express,15.98
3.067,0,1,6,Standard,17.86
1.216,19,1,3,Express,7.16
11.629,3,4,2,Standard,38.44
5.615,0,3,5,Standard,13.9
2.394,12,5,1,Standard,23.61
13.629,2,5,5,Standard,37.74
2.045,18,2,2,Express,8.48
0.757,19,3,1,Standard,10.16
2.742,20,6,1,Standard,15.38
1.79,19,4,6,Express,9.51
1.978,21,1,5,Standard,15.55
2.088,15,4,6,Standard,18.38
0.428,11,4,1,Standard,10.08
5.916,6,1,1,Standard,22.35
1.292,20,5,4,Standard,10.67
1.159,14,0,4,Standard,9.21
7.245,2,6,2,Standard,22.35
6.806,21,0,3,Standard,21.38
2.757,18,1,3,Standard,11.37
0.867,19,2,5,Standard,21.66
5.463,12,1,5,Standard,13.17
1.896,18,5,3,Standard,11.22
3.533,22,6,3,Standard,18.93
1.079,17,6,5,Standard,12.49
0.949,14,1,3,Standard,16.83
18.491,14,1,3,Standard,23.49
2.458,22,2,3,Standard,11.36
3.651,12,1,5,Standard,12.95
7.046,1,6,4,Standard,12.73
6.428,2,1,5,Standard,26.18
3.18,18,4,5,Standard,12.19
0.433,16,5,1,Standard,6.57
1.552,22,5,4,Standard,5.4
1.25,1,3,2,Standard,12.26
8.733,17,2,5,Standard,21.45
1.113,22,1,2,Standard,19.08
2.333,15,2,1,Standard,9.58
3.724,23,5,1,Standard,14.35
4.425,6,0,6,Standard,17.33
1.433,14,3,2,Standard,10.7
6.701,9,4,6,Standard,17.46
1.677,13,4,2,Standard,11.22
2.79,21,2,1,Standard,20.25
6.525,17,4,4,Standard,18.64
6.977,23,1,5,Standard,23.28
2.799,10,3,2,Standard,9.34
2.451,19,5,4,Standard,10.99
1.755,13,6,4,Standard,12.46
9.622,1,2,1,Standard,31.93
1.157,21,4,3,Standard,11.97
0.971,14,1,3,Standard,8.11
2.81,19,4,2,Standard,12.77
7.122,4,6,3,Standard,21.64
3.542,16,3,4,Standard,16.47
1.098,4,5,3,Standard,11.45
0.426,2,5,5,Express,12.56
3.797,1,6,1,Standard,32.7
4.31,21,1,3,Standard,17.28
5.575,21,2,3,Express,23.44
1.903,12,1,6,Standard,3.8
7.963,6,3,4,Express,23.81
7.827,20,0,6,Express,24.68
2.889,20,5,3,Standard,24.18
2.671,18,6,4,Standard,6.9
1.219,14,2,3,Standard,6.84
0.52,13,1,3,Express,5.07
2.353,15,5,6,Standard,14.89
0.944,17,2,3,Standard,6.94
1.225,8,0,3,Standard,15.37
1.996,9,0,3,Express,25.14
2.333,10,4,2,Express,10.1
2.665,18,3,4,Express,14.37
1.673,22,3,6,Express,33.24
0.498,0,4,3,Express,9.26
1.971,19,2,3,Standard,13.7
1.685,20,0,5,Standard,17.48
1.424,11,6,2,Standard,14.73
1.445,1,6,1,Standard,7.91
2.475,8,1,3,Standard,6.27
2.756,6,0,5,Express,21.73
6.069,10,5,2,Standard,20.75
2.159,9,6,1,Express,22.17
9.791,22,2,3,Express,30.24
0.471,7,1,1,Standard,7.67
11.741,17,3,5,Standard,8.27
1.222,21,3,5,Standard,12.57
2.711,7,2,6,Express,19.06
1.273,7,0,2,Standard,10.86
0.977,22,4,1,Standard,5.65
3.082,15,6,1,Standard,22.59
2.092,20,5,2,Standard,16.7
4.228,9,4,1,Standard,12.11
3.649,14,6,5,Standard,11.31
3.633,18,6,2,Standard,9.68
4.091,18,6,6,Standard,9.86
2.906,18,1,3,Standard,12.54
0.951,3,4,4,Express,13.3
3.205,16,6,1,Standard,10.74
0.816,15,2,5,Standard,5.19
0.883,17,6,1,Standard,7.68
1.2,19,5,2,Standard,7.78
1.915,15,3,6,Standard,11.61
8.025,21,5,2,Standard,29.39
1.172,7,2,3,Standard,11.92
2.762,23,3,5,Standard,16.41
2.709,22,3,5,Standard,12.43
1.455,3,4,1,Standard,15.1
4.471,17,5,5,Standard,13.49
0.843,15,5,5,Standard,3.59
19.63,13,6,1,Express,51.85
2.776,2,0,3,Standard,7.87
15.809,12,1,3,Standard,42.5
1.944,17,1,1,Standard,16.62
2.856,8,5,3,Express,21.44
3.672,20,6,1,Express,20.41
1.067,23,4,2,Express,18.78
0.821,12,6,5,Standard,10.79
1.274,15,2,4,Standard,5.87
0.539,8,2,5,Standard,7.38
2.854,12,6,1,Standard,12.04
0.853,15,6,6,Express,13.35
1.9,12,2,1,Standard,11.67
3.018,22,3,5,Standard,7.34
5.283,18,3,3,Standard,21.59
2.321,14,5,4,Standard,13.67
3.648,7,3,2,Express,8.19
0.994,7,0,3,Standard,7.84
10.463,1,5,3,Express,29.28
1.557,14,3,6,Express,8.58
0.583,19,4,6,Standard,12.12
1.214,19,1,4,Express,10.32
0.558,23,3,3,Standard,4.49
1.773,19,1,3,Express,9.94
7.954,9,3,2,Standard,18.13
1.182,19,4,1,Standard,15.1
2.036,15,5,1,Express,13.52
2.428,17,0,4,Express,13.17
9.059,21,6,1,Standard,25.07
0.648,17,4,1,Standard,9.72
1.681,20,6,6,Standard,17.74
0.765,2,4,3,Standard,11.61
3.839,19,4,2,Standard,10.68
1.836,18,3,2,Standard,7.76
4.916,20,3,5,Standard,13.09
3.698,9,6,6,Express,17.71
1.056,16,5,3,Standard,4.19
6.408,10,3,2,Standard,11.04
1.436,23,4,2,Standard,10.86
0.993,1,5,4,Standard,15.81
3.836,14,3,2,Standard,11.58
1.745,14,3,3,Standard,8.63
5.295,17,3,1,Standard,14.16
2.284,11,0,2,Standard,12.75
7.718,3,4,4,Standard,23.06
3.991,22,1,6,Standard,10.98
1.665,16,6,3,Standard,6.62
5.525,1,6,6,Standard,17.51
2.178,18,5,3,Standard,11.38
17.556,23,4,6,Standard,41.34
3.011,15,5,4,Standard,23.36
2.343,21,3,1,Standard,16.9
2.11,14,6,2,Standard,11.3
1.866,19,2,2,Standard,11.22
1.087,15,3,2,Standard,19.67
0.89,10,0,5,Express,11.87
2.55,23,2,6,Standard,18.33
20.525,14,6,2,Standard,37.06
2.079,7,3,1,Standard,15.25
0.819,18,5,3,Standard,12.24
1.086,8,4,5,Standard,12.95
0.452,6,5,4,Standard,9.2
4.385,10,1,4,Standard,21.19
2.64,0,6,2,Standard,21.95
0.866,18,1,1,Standard,4.38
2.046,12,5,4,Standard,14.27
2.28,21,3,1,Standard,13.09
1.09,15,1,1,Standard,8.51
1.165,23,5,1,Standard,9.13
5.154,9,5,3,Standard,25.45
1.606,7,1,2,Standard,12.19
1.449,18,0,4,Standard,14.02
3.719,19,5,2,Standard,8.34
2.92,7,3,2,Standard,19.72
1.658,19,0,1,Standard,24.67
1.231,16,4,3,Express,15.8
1.374,22,2,3,Standard,11.07
0.688,0,4,4,Standard,9.27
4.228,23,6,5,Standard,16.91
1.374,9,2,1,Standard,9.39
2.559,10,6,4,Standard,12.73
6.604,23,2,6,Express,23.55
0.783,19,3,2,Standard,9.52
2.047,17,2,4,Standard,15.91
1.432,17,5,4,Standard,12.16
0.789,10,0,1,Standard,6.64
1.38,14,0,1,Standard,6.57
1.328,15,4,1,Standard,11.25
1.519,14,3,3,Express,9.94
0.951,17,6,5,Standard,14.03
1.288,2,1,2,Standard,15.83
8.807,23,4,3,Standard,12.09
1.942,17,6,5,Standard,11.56
6.681,3,6,3,Express,25.21
2.658,0,5,2,Standard,22.52
5.627,17,3,4,Standard,14.07
1.295,19,3,2,Standard,11.18
0.583,10,2,2,Standard,14.57
10.877,23,6,6,Standard,39.51
2.303,0,4,1,Express,18.43
10.059,22,0,2,Standard,36.58
0.538,8,3,1,Standard,11.46
0.799,12,5,2,Standard,19.19
3.286,18,5,2,Standard,8.83
2.562,16,2,5,Standard,7.66
1.174,22,5,4,Standard,7.8
1.497,20,4,3,Express,9.73
1.076,10,3,1,Standard,6.76
5.606,21,3,3,Express,19.19
1.042,7,0,4,Standard,8.17
2.967,17,6,1,Express,15.56
1.195,21,3,1,Standard,7.64
0.776,15,0,5,Standard,5.79
2.189,12,4,4,Standard,8.01
6.569,21,3,3,Standard,22.8
2.18,22,1,3,Standard,21.92
2.17,3,6,3,Express,16.57
5.481,23,3,3,Standard,16.64
2.407,15,6,2,Standard,12.82
1.023,0,5,3,Express,21.28
1.442,11,0,3,Standard,16.22
0.659,23,1,5,Standard,3.14
2.757,19,3,4,Standard,12.92
0.447,16,3,6,Standard,14.38
2.221,8,1,3,Standard,10.98
4.552,8,2,2,Standard,11.19
11.607,22,1,5,Express,22.83
5.962,0,4,6,Standard,22.57
1.351,14,5,1,Standard,21.52
1.788,16,5,5,Standard,21.68
16.808,12,6,1,Express,32.76
3.284,17,1,2,Standard,12.04
6.074,13,3,1,Standard,14.56
4.258,12,4,1,Standard,29.25
13.815,22,4,5,Standard,25.76
3.419,18,4,5,Express,12.1
1.133,18,2,2,Standard,5.79
0.886,22,1,3,Express,11.68
1.463,13,4,1,Standard,9.52
2.76,22,2,1,Standard,11.34
1.197,5,6,3,Standard,28.91
3.963,14,2,5,Standard,12.23
0.794,19,0,4,Express,9.5
1.017,17,4,4,Standard,13.98
1.288,23,4,3,Standard,10.1
1.465,19,4,1,Standard,13.63
1.817,3,0,4,Express,24.97
1.482,14,0,2,Standard,18.72
1.131,17,1,6,Standard,15.66
3.026,14,5,1,Standard,11.2
1.326,23,0,6,Standard,11.56
1.963,10,4,4,Express,4.69
2.625,11,6,2,Express,17.36
2.259,17,2,1,Standard,6.94
1.709,23,3,2,Standard,14.48
3.418,12,4,5,Standard,7.1
3.859,21,5,2,Standard,10.33
5.836,7,3,1,Standard,15.45
3.62,16,2,3,Standard,9.94
5.596,11,5,5,Standard,16.19
1.816,16,2,3,Express,18.87
2.095,15,3,2,Standard,10.58
2.346,19,0,4,Express,14.24
0.485,15,0,2,Express,15.04
4.206,1,4,4,Express,22.66
2.811,18,6,2,Standard,13.94
4.39,3,6,2,Standard,13.2
1.17,14,2,5,Standard,17.84
5.437,22,2,2,Standard,12.48
1.367,22,1,5,Standard,21.58
1.612,5,2,4,Standard,21.34
3.263,13,2,2,Standard,7.09
3.547,9,3,6,Express,9.81
1.851,16,1,6,Standard,22.29
1.7,8,1,4,Standard,12.12
2.145,19,6,5,Standard,18.38
1.825,7,2,1,Express,7.0
3.208,22,1,4,Standard,13.72
3.77,8,0,5,Standard,14.33
1.991,2,4,5,Standard,15.69
1.391,14,1,4,Standard,8.17
8.564,23,4,6,Standard,20.82
2.874,2,4,3,Standard,20.65
2.163,9,5,6,Standard,10.36
0.941,19,5,4,Standard,9.88
4.473,17,1,6,Standard,13.81
0.435,20,2,6,Standard,9.26
10.66,2,6,5,Standard,19.64
0.966,11,1,3,Standard,18.69
1.236,10,6,2,Standard,19.6
5.479,22,5,3,Standard,35.04
1.696,19,6,1,Express,5.91
3.469,11,4,2,Standard,8.24
0.728,10,4,1,Express,10.82
4.397,15,6,4,Standard,24.58
8.56,18,6,2,Standard,13.4
1.31,15,6,1,Standard,11.36
3.232,18,4,6,Standard,14.49
5.174,0,5,3,Standard,22.23
4.514,12,3,5,Standard,8.48
0.859,19,5,6,Express,12.88
2.214,15,4,6,Standard,6.73
0.767,22,5,2,Standard,9.17
2.586,15,1,3,Standard,6.66
1.408,10,5,6,Standard,9.66
20.795,18,4,4,Standard,19.57
2.709,4,6,5,Standard,20.75
3.814,21,3,1,Express,18.44
5.433,12,3,4,Express,9.05
8.108,11,3,2,Standard,35.0
1.926,9,1,1,Standard,11.24
4.61,10,1,6,Standard,11.49
6.535,7,5,3,Standard,50.27
2.597,15,3,2,Standard,14.0
2.762,6,3,6,Standard,27.1
3.426,1,4,6,Express,31.48
2.2,18,5,4,Standard,12.13
2.796,9,4,3,Standard,9.77
17.008,13,3,4,Standard,19.78
3.302,2,6,1,Express,20.43
1.64,12,2,6,Standard,9.97
2.365,23,4,4,Express,9.68
1.614,18,2,3,Express,21.93
0.755,8,5,2,Express,12.22
0.803,8,3,2,Standard,6.79
9.451,8,0,2,Standard,11.08
1.418,0,5,1,Standard,14.38
1.493,15,2,3,Standard,23.57
4.93,11,0,3,Standard,19.25
1.774,17,1,3,Standard,11.74
6.04,7,3,6,Express,20.41
1.871,23,5,3,Standard,6.33
0.669,19,2,4,Standard,9.41
6.358,23,3,1,Standard,40.3
1.63,14,6,2,Standard,8.39
5.601,19,1,6,Standard,20.26
1.162,16,2,6,Standard,8.63
0.899,18,2,2,Standard,14.06
2.254,7,3,4,Standard,14.94
2.921,18,1,6,Standard,11.42
2.705,23,4,6,Standard,5.87
0.74,10,3,3,Standard,1.88
2.257,17,2,5,Standard,10.39
2.958,9,5,5,Express,20.68
2.337,8,6,4,Standard,21.2
5.571,17,3,6,Standard,6.27
1.642,19,5,6,Standard,9.52
0.992,11,6,6,Express,8.38
2.047,11,5,6,Standard,15.51
2.618,19,1,2,Standard,16.86
1.311,10,0,5,Express,14.16
8.059,7,0,5,Express,35.33
1.691,6,2,6,Standard,20.03
1.134,9,3,2,Standard,20.41
0.619,14,4,3,Standard,9.78
0.996,16,1,6,Standard,4.6
2.995,20,0,6,Standard,21.14
2.204,7,4,6,Standard,16.67
0.727,13,3,5,Standard,7.13
1.769,18,6,1,Standard,21.88
1.195,19,4,6,Standard,13.08
1.258,19,1,4,Standard,9.62
3.808,19,3,2,Standard,23.31
7.539,20,1,4,Express,30.71
3.218,23,4,4,Standard,12.12
0.349,14,2,2,Express,8.09
8.295,13,4,4,Standard,14.09
3.53,14,3,5,Standard,7.34
0.685,19,4,4,Standard,7.54
1.679,13,0,6,Standard,10.97
2.079,22,6,2,Standard,30.43
2.845,2,6,3,Standard,10.11
4.508,0,6,5,Standard,9.47
3.139,2,6,4,Standard,14.41
1.826,19,0,5,Standard,22.51
1.058,22,3,2,Standard,9.84
2.864,23,4,3,Standard,17.13
2.146,18,0,2,Standard,11.05
1.278,6,4,4,Standard,12.24
2.972,23,4,3,Standard,16.31
0.499,5,6,4,Standard,11.02
1.569,18,1,2,Standard,17.22
5.983,0,6,3,Standard,18.1
2.819,0,5,3,Standard,13.86
0.846,21,5,3,Standard,5.01
1.68,11,4,3,Standard,5.86
1.065,15,2,1,Standard,15.21
3.247,11,5,4,Standard,9.09
1.531,10,0,2,Standard,22.96
7.347,23,2,4,Express,20.25
0.973,14,6,2,Express,13.32
19.976,12,0,4,Express,33.13
1.477,22,5,4,Standard,10.68
5.224,1,6,6,Express,20.22
1.588,23,2,3,Express,7.8
1.752,13,1,3,Standard,8.92
1.411,16,2,6,Standard,6.09
1.771,14,4,2,Standard,15.86
5.087,15,2,1,Standard,11.46
2.541,19,2,3,Standard,14.07
0.829,18,6,2,Standard,14.85
2.736,23,2,2,Standard,10.93
1.652,13,5,2,Standard,7.2
0.869,22,3,3,Standard,11.85
1.168,20,2,4,Standard,7.52
4.869,2,4,5,Standard,18.59
4.142,21,0,4,Standard,15.02
2.874,22,5,4,Express,24.21
3.857,10,5,4,Standard,17.14
0.738,0,6,1,Standard,4.6
2.339,21,3,2,Express,9.85
2.535,4,6,1,Standard,25.78
2.694,3,6,3,Standard,19.09
2.114,14,6,4,Standard,6.56
1.136,14,4,5,Standard,2.59
1.83,21,5,3,Express,15.61
7.629,8,2,5,Standard,12.48
4.441,18,1,4,Standard,12.84
1.423,7,2,3,Standard,27.4
0.989,15,1,3,Standard,37.86
1.598,14,4,1,Express,13.76
0.423,8,1,2,Express,24.42
1.397,0,0,2,Standard,13.66
1.463,18,3,3,Standard,7.82
0.791,13,1,4,Express,6.6
5.598,21,0,6,Standard,19.95
1.15,11,0,1,Standard,10.89
1.95,20,3,2,Standard,21.08
1.982,20,2,2,Standard,13.29
2.464,7,3,2,Standard,9.7
3.736,19,4,2,Standard,9.59
4.397,20,6,1,Express,24.73
2.744,16,1,1,Standard,28.39
0.868,16,0,2,Standard,7.87
1.109,13,3,4,Standard,4.42
1.11,12,1,1,Standard,8.45
13.906,19,6,5,Standard,23.27
2.027,7,4,5,Express,15.38
1.568,21,2,3,Standard,20.37
3.285,19,5,5,Standard,7.51
2.012,10,4,2,Standard,14.99
0.816,0,3,3,Standard,12.94
1.783,14,1,1,Standard,10.2
9.363,10,1,2,Express,20.15
2.525,21,6,6,Standard,15.59
4.483,17,6,4,Standard,13.15
2.225,8,3,2,Express,8.54
21.358,16,5,1,Standard,27.29
2.179,21,3,5,Standard,7.32
0.735,20,1,4,Standard,13.93
1.625,12,2,4,Standard,13.3
2.737,19,1,2,Express,18.36
3.236,20,0,5,Express,20.75
4.429,15,3,6,Standard,12.17
13.101,9,0,6,Standard,22.35
3.581,10,5,6,Standard,10.54
1.078,10,4,3,Standard,12.02
3.125,23,4,4,Express,25.13
0.848,17,2,1,Standard,4.15
24.499,14,2,4,Express,40.81
1.809,22,0,6,Standard,10.35
1.493,10,5,2,Standard,23.89
